,text,url
157,>여성의류>원피스>롱 원피스>뷔스티에 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1306
158,>여성의류>원피스>롱 원피스>세트 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1307
159,>여성의류>원피스>롱 원피스>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1308
160,>여성의류>원피스>미니 원피스>베이직 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1309
161,>여성의류>원피스>미니 원피스>미디/맥시 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1310
162,>여성의류>원피스>미니 원피스>셔츠 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1311
163,>여성의류>원피스>미니 원피스>점프수트,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1312
164,>여성의류>원피스>미니 원피스>뷔스티에 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1313
165,>여성의류>원피스>미니 원피스>세트 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1314
166,>여성의류>원피스>미니 원피스>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1315
167,>아울렛>남성의류>아우터>자켓,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3021
168,>아울렛>남성의류>아우터>다운/패딩,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3022
169,>아울렛>남성의류>아우터>점퍼,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3023
170,>아울렛>남성의류>아우터>코트,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3024
171,>아울렛>남성의류>아우터>가죽 & 퍼,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3025
172,>아울렛>남성의류>상의>셔츠,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3026
173,>아울렛>남성의류>상의>티셔츠,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3027
174,>아울렛>남성의류>상의>니트/스웨터,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3028
175,>아울렛>남성의류>상의>가디건,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3029
176,>아울렛>남성의류>하의>긴바지,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3030
177,>아울렛>남성의류>하의>반바지,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3031
178,>아울렛>남성의류>하의>청바지,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3032
179,>아울렛>남성의류>정장>상의,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3033
180,>아울렛>남성의류>정장>하의,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3034
181,>아울렛>남성의류>스윔웨어>래쉬가드,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3041
182,>아울렛>남성의류>스윔웨어>스윔팬츠,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3042
183,>아울렛>여성의류>아우터>다운/패딩,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3047
184,>아울렛>여성의류>아우터>점퍼,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3048
185,>아울렛>여성의류>아우터>코트,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3049
186,>아울렛>여성의류>아우터>자켓,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3050
187,>아울렛>여성의류>상의>티셔츠,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3051
188,>아울렛>여성의류>상의>셔츠/블라우스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3052
189,>아울렛>여성의류>상의>니트/스웨터,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3053
190,>아울렛>여성의류>상의>가디건/집업,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3054
191,>아울렛>여성의류>하의>긴바지,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3055
192,>아울렛>여성의류>하의>반바지,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3056
193,>아울렛>여성의류>하의>청바지,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3057
194,>아울렛>여성의류>하의>스커트,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3058
195,>아울렛>여성의류>원피스>롱 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3059
196,>아울렛>여성의류>원피스>미니 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3060
197,>아울렛>여성의류>스윔웨어>래쉬가드,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3065
198,>아울렛>여성의류>스윔웨어>스윔팬츠,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=3066
